date,home_team,away_team,home_score,away_score,result,competition
2023-02-11,Ireland,France,32,19,Ireland,Six Nations Championship
2023-02-11,Netherlands,Georgia,8,40,Georgia,Rugby Europe Championship
2023-02-11,Poland,Portugal,3,65,Portugal,Rugby Europe Championship
2023-02-11,Scotland,Wales,35,7,Scotland,Six Nations Championship
2023-02-12,England,Italy,31,14,England,Six Nations Championship
2023-02-12,Germany,Spain,14,32,Spain,Rugby Europe Championship
2023-02-18,Germany,Netherlands,29,33,Netherlands,Rugby Europe Championship
2023-02-18,Poland,Belgium,21,15,Poland,Rugby Europe Championship
2023-02-18,Spain,Georgia,3,41,Georgia,Rugby Europe Championship
2023-02-19,Portugal,Romania,38,20,Portugal,Rugby Europe Championship
2023-02-25,Italy,Ireland,20,34,Ireland,Six Nations Championship
2023-02-25,Wales,England,10,20,England,Six Nations Championship
2023-02-26,France,Scotland,32,21,France,Six Nations Championship
2023-03-04,Netherlands,Belgium,31,19,Netherlands,Rugby Europe Championship
2023-03-04,Portugal,Spain,27,10,Portugal,Rugby Europe Championship
2023-03-05,Georgia,Romania,31,7,Georgia,Rugby Europe Championship
2023-03-05,Poland,Germany,18,23,Germany,Rugby Europe Championship
2023-03-11,England,France,10,53,France,Six Nations Championship
2023-03-11,Italy,Wales,17,29,Wales,Six Nations Championship
2023-03-12,Scotland,Ireland,7,22,Ireland,Six Nations Championship
2023-03-18,France,Wales,41,28,France,Six Nations Championship
2023-03-18,Ireland,England,29,16,Ireland,Six Nations Championship
2023-03-18,Scotland,Italy,26,14,Scotland,Six Nations Championship
2023-03-19,Belgium,Poland,18,17,Belgium,Rugby Europe Championship
2023-03-19,Georgia,Portugal,38,11,Georgia,Rugby Europe Championship
2023-03-19,Netherlands,Germany,50,28,Netherlands,Rugby Europe Championship
2023-03-19,Romania,Spain,31,25,Romania,Rugby Europe Championship
2023-07-08,Argentina,All Blacks,12,41,All Blacks,The Rugby Championship
2023-07-08,South Africa,Australia,43,12,South Africa,The Rugby Championship
2023-07-15,All Blacks,South Africa,35,20,All Blacks,The Rugby Championship
2023-07-15,Australia,Argentina,31,34,Argentina,The Rugby Championship
2023-07-22,Fiji,Tonga,36,20,Fiji,Rugby World Cup Warm Up Matches
2023-07-22,Japan,Samoa,22,24,Samoa,Rugby World Cup Warm Up Matches
2023-07-29,Australia,All Blacks,7,38,All Blacks,The Rugby Championship
2023-07-29,Japan,Tonga,21,16,Japan,Rugby World Cup Warm Up Matches
2023-07-29,Samoa,Fiji,19,33,Fiji,Rugby World Cup Warm Up Matches
2023-07-29,Scotland,Italy,25,13,Scotland,Summer Nations Series
2023-07-29,South Africa,Argentina,22,21,South Africa,The Rugby Championship
2023-07-29,Uruguay,Chile,26,25,Uruguay,Rugby World Cup Warm Up Matches
2023-08-05,All Blacks,Australia,23,20,All Blacks,Bledisloe Cup
2023-08-05,Argentina,South Africa,13,24,South Africa,Rugby World Cup Warm Up Matches
2023-08-05,Chile,Argentina XV,13,40,Argentina XV,Rugby World Cup Warm Up Matches
2023-08-05,Ireland,Italy,33,17,Ireland,Summer Nations Series
2023-08-05,Japan,Fiji,12,35,Fiji,Rugby World Cup Warm Up Matches
2023-08-05,Romania,United States,17,31,United States,Rugby World Cup Warm Up Matches
2023-08-05,Samoa,Tonga,34,9,Samoa,Rugby World Cup Warm Up Matches
2023-08-05,Scotland,France,25,21,Scotland,Summer Nations Series
2023-08-05,Uruguay,Namibia,26,18,Uruguay,Rugby World Cup Warm Up Matches
2023-08-05,Wales,England,20,9,Wales,Summer Nations Series
2023-08-10,Tonga,Canada,28,3,Tonga,Rugby World Cup Warm Up Matches
2023-08-12,Chile,Namibia,26,28,Namibia,Rugby World Cup Warm Up Matches
2023-08-12,England,Wales,19,17,England,Summer Nations Series
2023-08-12,France,Scotland,30,27,France,Summer Nations Series
2023-08-12,Georgia,Romania,56,6,Georgia,Rugby World Cup Warm Up Matches
2023-08-12,Portugal,United States,46,20,Portugal,Rugby World Cup Warm Up Matches
2023-08-15,Tonga,Canada,36,12,Tonga,Rugby World Cup Warm Up Matches
2023-08-19,France,Fiji,34,17,France,Summer Nations Series
2023-08-19,Georgia,United States,22,7,Georgia,Rugby World Cup Warm Up Matches
2023-08-19,Ireland,England,29,10,Ireland,Summer Nations Series
2023-08-19,Italy,Romania,57,7,Italy,Summer Nations Series
2023-08-19,Wales,South Africa,16,52,South Africa,Summer Nations Series
2023-08-25,All Blacks,South Africa,7,35,South Africa,Qatar Airways Cup
2023-08-26,England,Fiji,22,30,Fiji,Summer Nations Series
2023-08-26,Ireland,Samoa,17,13,Ireland,Summer Nations Series
2023-08-26,Italy,Japan,42,21,Italy,Summer Nations Series
2023-08-26,Scotland,Georgia,33,6,Scotland,Summer Nations Series
2023-08-26,Spain,Argentina,3,62,Argentina,Rugby World Cup Warm Up Matches
2023-08-27,France,Australia,41,17,France,Summer Nations Series
2023-09-08,France,All Blacks,27,13,France,Rugby World Cup
2023-09-09,Australia,Georgia,35,15,Australia,Rugby World Cup
2023-09-09,England,Argentina,27,10,England,Rugby World Cup
2023-09-09,Ireland,Romania,82,8,Ireland,Rugby World Cup
2023-09-09,Italy,Namibia,52,8,Italy,Rugby World Cup
2023-09-10,Japan,Chile,42,12,Japan,Rugby World Cup
2023-09-10,South Africa,Scotland,18,3,South Africa,Rugby World Cup
2023-09-10,Wales,Fiji,32,26,Wales,Rugby World Cup
2023-09-14,France,Uruguay,27,12,France,Rugby World Cup
2023-09-15,All Blacks,Namibia,71,3,All Blacks,Rugby World Cup
2023-09-16,Ireland,Tonga,59,16,Ireland,Rugby World Cup
2023-09-16,Samoa,Chile,43,10,Samoa,Rugby World Cup
2023-09-16,Wales,Portugal,28,8,Wales,Rugby World Cup
2023-09-17,Australia,Fiji,15,22,Fiji,Rugby World Cup
2023-09-17,England,Japan,34,12,England,Rugby World Cup
2023-09-17,South Africa,Romania,76,0,South Africa,Rugby World Cup
2023-09-20,Italy,Uruguay,38,17,Italy,Rugby World Cup
2023-09-21,France,Namibia,96,0,France,Rugby World Cup
2023-09-22,Argentina,Samoa,19,10,Argentina,Rugby World Cup
2023-09-23,England,Chile,71,0,England,Rugby World Cup
2023-09-23,Georgia,Portugal,18,18,Draw,Rugby World Cup
2023-09-23,South Africa,Ireland,8,13,Ireland,Rugby World Cup
2023-09-24,Scotland,Tonga,45,17,Scotland,Rugby World Cup
2023-09-24,Wales,Australia,40,6,Wales,Rugby World Cup
2023-09-27,Uruguay,Namibia,36,26,Uruguay,Rugby World Cup
2023-09-28,Japan,Samoa,28,22,Japan,Rugby World Cup
2023-09-29,All Blacks,Italy,96,17,All Blacks,Rugby World Cup
2023-09-30,Argentina,Chile,59,5,Argentina,Rugby World Cup
2023-09-30,Fiji,Georgia,17,12,Fiji,Rugby World Cup
2023-09-30,Scotland,Romania,84,0,Scotland,Rugby World Cup
2023-10-01,Australia,Portugal,34,14,Australia,Rugby World Cup
2023-10-01,South Africa,Tonga,49,18,South Africa,Rugby World Cup
2023-10-05,All Blacks,Uruguay,73,0,All Blacks,Rugby World Cup
2023-10-06,France,Italy,60,7,France,Rugby World Cup
2023-10-07,England,Samoa,18,17,England,Rugby World Cup
2023-10-07,Ireland,Scotland,36,14,Ireland,Rugby World Cup
2023-10-07,Wales,Georgia,43,19,Wales,Rugby World Cup
2023-10-08,Fiji,Portugal,23,24,Portugal,Rugby World Cup
2023-10-08,Japan,Argentina,27,39,Argentina,Rugby World Cup
2023-10-08,Tonga,Romania,45,24,Tonga,Rugby World Cup
2023-10-14,Ireland,All Blacks,24,28,All Blacks,Rugby World Cup
2023-10-14,Wales,Argentina,17,29,Argentina,Rugby World Cup
2023-10-15,England,Fiji,30,24,England,Rugby World Cup
2023-10-15,France,South Africa,28,29,South Africa,Rugby World Cup
2023-10-20,Argentina,All Blacks,6,44,All Blacks,Rugby World Cup
2023-10-21,England,South Africa,15,16,South Africa,Rugby World Cup
2023-10-27,Argentina,England,23,26,England,Rugby World Cup
2023-10-28,All Blacks,South Africa,11,12,South Africa,Rugby World Cup
2024-02-02,France,Ireland,17,38,Ireland,Six Nations Championship
2024-02-03,Belgium,Portugal,10,6,Belgium,Rugby Europe Championship
2024-02-03,Italy,England,24,27,England,Six Nations Championship
2024-02-03,Netherlands,Spain,18,20,Spain,Rugby Europe Championship
2024-02-03,Wales,Scotland,26,27,Scotland,Six Nations Championship
2024-02-04,Germany,Georgia,17,28,Georgia,Rugby Europe Championship
2024-02-04,Poland,Romania,8,20,Romania,Rugby Europe Championship
2024-02-10,England,Wales,16,14,England,Six Nations Championship
2024-02-10,Georgia,Netherlands,31,10,Georgia,Rugby Europe Championship
2024-02-10,Portugal,Poland,54,7,Portugal,Rugby Europe Championship
2024-02-10,Romania,Belgium,33,18,Romania,Rugby Europe Championship
2024-02-10,Scotland,France,16,20,France,Six Nations Championship
2024-02-11,Ireland,Italy,36,0,Ireland,Six Nations Championship
2024-02-11,Spain,Germany,27,5,Spain,Rugby Europe Championship
2024-02-17,Belgium,Poland,31,10,Belgium,Rugby Europe Championship
2024-02-17,Georgia,Spain,38,3,Georgia,Rugby Europe Championship
2024-02-17,Romania,Portugal,24,49,Portugal,Rugby Europe Championship
2024-02-18,Netherlands,Germany,39,13,Netherlands,Rugby Europe Championship
2024-02-24,Ireland,Wales,31,7,Ireland,Six Nations Championship
2024-02-24,Scotland,England,30,21,Scotland,Six Nations Championship
2024-02-25,France,Italy,13,13,Draw,Six Nations Championship
2024-03-02,Belgium,Germany,11,21,Germany,Rugby Europe Championship
2024-03-02,Georgia,Romania,43,5,Georgia,Rugby Europe Championship
2024-03-02,Netherlands,Poland,54,7,Netherlands,Rugby Europe Championship
2024-03-03,Portugal,Spain,33,30,Portugal,Rugby Europe Championship
2024-03-09,England,Ireland,23,22,England,Six Nations Championship
2024-03-09,Italy,Scotland,31,29,Italy,Six Nations Championship
2024-03-10,Wales,France,24,45,France,Six Nations Championship
2024-03-16,France,England,33,31,France,Six Nations Championship
2024-03-16,Ireland,Scotland,17,13,Ireland,Six Nations Championship
2024-03-16,Wales,Italy,21,24,Italy,Six Nations Championship
2024-03-17,Georgia,Portugal,36,10,Georgia,Rugby Europe Championship
2024-03-17,Netherlands,Germany,45,0,Netherlands,Rugby Europe Championship
2024-03-17,Poland,Belgium,8,34,Belgium,Rugby Europe Championship
2024-03-17,Romania,Spain,33,40,Spain,Rugby Europe Championship
2024-04-30,Qatar,Kazakhstan,31,33,Kazakhstan,Asia Rugby Championship
2024-04-30,Sri Lanka,India,45,10,Sri Lanka,Asia Rugby Championship
2024-05-04,Qatar,India,34,25,Qatar,Asia Rugby Championship
2024-05-04,Sri Lanka,Kazakhstan,45,7,Sri Lanka,Asia Rugby Championship
2024-06-01,Hong Kong,United Arab Emirates,52,5,Hong Kong,Asia Rugby Championship
2024-06-02,South Korea,Malaysia,55,5,South Korea,Asia Rugby Championship
2024-06-08,Malaysia,Hong Kong,6,70,Hong Kong,Asia Rugby Championship
2024-06-09,United Arab Emirates,South Korea,36,32,United Arab Emirates,Asia Rugby Championship
2024-06-21,United Arab Emirates,Malaysia,62,19,United Arab Emirates,Asia Rugby Championship
2024-06-22,Hong Kong,South Korea,67,7,Hong Kong,Asia Rugby Championship
2024-06-22,Japan,England,17,52,England,England in Japan
2024-06-22,South Africa,Wales,41,13,South Africa,South Africa in United Kingdom
2024-07-05,Georgia,Fiji,12,21,Fiji,Fiji in Georgia
2024-07-05,Samoa,Italy,33,25,Samoa,Italy in Pacific Islands & Japan
2024-07-05,United States,Romania,20,22,Romania,Romania in North America
2024-07-06,All Blacks,England,16,15,All Blacks,England in New Zealand
2024-07-06,Argentina,France,13,28,France,France in South America
2024-07-06,Australia,Wales,25,16,Australia,Wales in Australia
2024-07-06,Canada,Scotland,12,73,Scotland,Scotland in North & South America
2024-07-06,Chile,Hong Kong,22,17,Chile,Hong Kong in South America
2024-07-06,South Africa,Ireland,27,20,South Africa,Ireland in South Africa
2024-07-12,Canada,Romania,35,22,Canada,Romania in North America
2024-07-12,Tonga,Italy,14,36,Italy,Italy in Pacific Islands & Japan
2024-07-12,United States,Scotland,7,42,Scotland,Scotland in North & South America
2024-07-13,All Blacks,England,24,17,All Blacks,England in New Zealand
2024-07-13,Argentina,France,33,25,Argentina,France in South America
2024-07-13,Australia,Wales,36,28,Australia,Wales in Australia
2024-07-13,Chile,Belgium,33,5,Chile,Belgium in South America
2024-07-13,Japan,Georgia,23,25,Georgia,Georgia in Australia & Japan
2024-07-13,Namibia,Portugal,22,37,Portugal,Portugal in Africa
2024-07-13,Paraguay,Hong Kong,12,80,Hong Kong,Hong Kong in South America
2024-07-13,Samoa,Spain,34,30,Samoa,Spain in Pacific Islands
2024-07-13,South Africa,Ireland,24,25,Ireland,Ireland in South Africa
2024-07-19,Tonga,Spain,20,29,Spain,Spain in Pacific Islands
2024-07-20,All Blacks,Fiji,47,5,All Blacks,All Blacks & Fiji in United States
2024-07-20,Australia,Georgia,40,29,Australia,Georgia in Australia & Japan
2024-07-20,Brazil,Hong Kong,25,26,Hong Kong,Hong Kong in South America
2024-07-20,Chile,Scotland,11,52,Scotland,Scotland in North & South America
2024-07-20,Namibia,Burkina Faso,38,5,Namibia,Rugby Africa Cup
2024-07-20,Paraguay,Belgium,20,45,Belgium,Belgium in South America
2024-07-20,South Africa,Portugal,64,21,South Africa,Portugal in Africa
2024-07-20,Uruguay,Argentina,5,79,Argentina,Argentina in Uruguay
2024-07-20,Zimbabwe,Uganda,22,20,Zimbabwe,Rugby Africa Cup
2024-07-21,Japan,Italy,14,42,Italy,Italy in Pacific Islands & Japan
2024-07-24,Namibia,Zimbabwe,10,32,Zimbabwe,Rugby Africa Cup
2024-07-27,Brazil,Belgium,47,25,Brazil,Belgium in South America
2024-07-27,Uruguay,Scotland,19,31,Scotland,Scotland in North & South America
2024-07-28,Kenya,Namibia,27,38,Namibia,Rugby Africa Cup
2024-07-28,Zimbabwe,Algeria,29,3,Zimbabwe,Rugby Africa Cup
2024-08-10,All Blacks,Argentina,30,38,Argentina,The Rugby Championship
2024-08-10,Australia,South Africa,7,33,South Africa,The Rugby Championship
2024-08-17,All Blacks,Argentina,42,10,All Blacks,The Rugby Championship
2024-08-17,Australia,South Africa,12,30,South Africa,The Rugby Championship
2024-08-18,Brazil,Paraguay,77,17,Brazil,Sudamerica Qualifiers
2024-08-23,Fiji,Samoa,42,16,Fiji,World Rugby Pacific Nations Cup
2024-08-25,Canada,Japan,28,55,Japan,World Rugby Pacific Nations Cup
2024-08-30,Samoa,Tonga,43,17,Samoa,World Rugby Pacific Nations Cup
2024-08-31,Argentina,Australia,19,20,Australia,The Rugby Championship
2024-08-31,South Africa,All Blacks,31,27,South Africa,The Rugby Championship
2024-08-31,United States,Canada,28,15,United States,World Rugby Pacific Nations Cup
2024-09-06,Tonga,Fiji,19,50,Fiji,World Rugby Pacific Nations Cup
2024-09-07,Argentina,Australia,67,27,Argentina,The Rugby Championship
2024-09-07,Japan,United States,41,24,Japan,World Rugby Pacific Nations Cup
2024-09-07,South Africa,All Blacks,18,12,South Africa,The Rugby Championship
2024-09-14,Fiji,United States,22,3,Fiji,World Rugby Pacific Nations Cup
2024-09-14,Tonga,Canada,30,17,Tonga,World Rugby Pacific Nations Cup
2024-09-15,Samoa,Japan,27,49,Japan,World Rugby Pacific Nations Cup
2024-09-21,Argentina,South Africa,29,28,Argentina,The Rugby Championship
2024-09-21,Australia,All Blacks,28,31,All Blacks,The Rugby Championship
2024-09-21,Fiji,Japan,41,17,Fiji,World Rugby Pacific Nations Cup
2024-09-21,United States,Samoa,13,18,Samoa,World Rugby Pacific Nations Cup
2024-09-28,All Blacks,Australia,33,13,All Blacks,The Rugby Championship
2024-09-28,Chile,Paraguay,64,0,Chile,Sudamerica Qualifiers
2024-09-28,South Africa,Argentina,48,7,South Africa,The Rugby Championship
2024-10-06,Chile,Brazil,36,10,Chile,Sudamerica Qualifiers
2024-10-16,Paraguay,Colombia,49,13,Paraguay,Sudamerica Qualifiers
2024-10-25,Japan,All Blacks,19,64,All Blacks,All Blacks in Japan
2024-11-02,Belgium,Switzerland,48,7,Belgium,Switzerland in Europe
2024-11-02,Scotland,Fiji,57,17,Scotland,Fiji in Europe (2)
2024-11-03,England,All Blacks,22,24,All Blacks,All Blacks in Europe
2024-11-05,United Arab Emirates,Zimbabwe,22,62,Zimbabwe,Zimbabwe in Asia
2024-11-08,Ireland,All Blacks,13,23,All Blacks,All Blacks in Europe
2024-11-09,Canada,Chile,14,44,Chile,Chile in Europe
2024-11-09,England,Australia,37,42,Australia,Australia in Europe
2024-11-09,France,Japan,52,12,France,Japan in Europe
2024-11-09,Hong Kong,Brazil,10,23,Brazil,Brazil in Hong Kong
2024-11-09,Italy,Argentina,18,50,Argentina,Argentina in Europe
2024-11-09,Portugal,United States,17,21,United States,United States in Europe
2024-11-09,Romania,Tonga,25,15,Romania,Tonga in Europe
2024-11-09,Spain,Uruguay,33,24,Spain,Uruguay in Europe
2024-11-10,Georgia,All Blacks XV,13,31,All Blacks XV,All Blacks XV in Europe
2024-11-10,Scotland,South Africa,15,32,South Africa,South Africa in Europe
2024-11-10,Wales,Fiji,19,24,Fiji,Fiji in Europe (2)
2024-11-15,Ireland,Argentina,22,19,Ireland,Argentina in Europe
2024-11-16,England,South Africa,20,29,South Africa,South Africa in Europe
2024-11-16,Hong Kong,Brazil,38,17,Hong Kong,Brazil in Hong Kong
2024-11-16,Japan,Uruguay,36,20,Japan,Japan in Europe
2024-11-16,Netherlands,Chile,20,17,Netherlands,Chile in Europe
2024-11-16,Romania,Canada,35,27,Romania,Canada in Europe
2024-11-16,Scotland,Portugal,59,21,Scotland,Portugal in Scotland
2024-11-16,South Korea,Zimbabwe,22,27,Zimbabwe,Zimbabwe in Asia
2024-11-16,Spain,Fiji,19,33,Fiji,Fiji in Europe (2)
2024-11-16,United Arab Emirates,Germany,20,26,Germany,Germany in Europe
2024-11-16,United States,Tonga,36,17,United States,Tonga in Europe
2024-11-17,France,All Blacks,30,29,France,All Blacks in Europe
2024-11-17,Italy,Georgia,20,17,Italy,Georgia in Italy
2024-11-17,Wales,Australia,20,52,Australia,Australia in Europe
2024-11-22,France,Argentina,37,23,France,Argentina in Europe
2024-11-23,Ireland,Fiji,52,17,Ireland,Fiji in Europe (2)
2024-11-23,Romania,Uruguay,21,23,Uruguay,Uruguay in Europe
2024-11-23,Spain,United States,23,26,United States,United States in Europe
2024-11-23,Wales,South Africa,12,45,South Africa,South Africa in Europe
2024-11-24,England,Japan,59,14,England,Japan in Europe
2024-11-24,Georgia,Tonga,22,7,Georgia,Tonga in Europe
2024-11-24,Italy,All Blacks,11,29,All Blacks,All Blacks in Europe
2024-11-24,Scotland,Australia,27,13,Scotland,Australia in Europe
2024-11-30,Ireland,Australia,22,19,Ireland,Australia in Europe
2025-01-31,France,Wales,43,0,France,Six Nations Championship
2025-01-31,Romania,Germany,48,10,Romania,Rugby Europe Championship
2025-02-01,Georgia,Switzerland,110,0,Georgia,Rugby Europe Championship
2025-02-01,Ireland,England,27,22,Ireland,Six Nations Championship
2025-02-01,Portugal,Belgium,40,30,Portugal,Rugby Europe Championship
2025-02-01,Scotland,Italy,31,19,Scotland,Six Nations Championship
2025-02-02,Spain,Netherlands,53,24,Spain,Rugby Europe Championship
2025-02-08,Belgium,Romania,14,31,Romania,Rugby Europe Championship
2025-02-08,England,France,26,25,England,Six Nations Championship
2025-02-08,Georgia,Netherlands,40,7,Georgia,Rugby Europe Championship
2025-02-08,Italy,Wales,22,15,Italy,Six Nations Championship
2025-02-09,Morocco,Tunisia,26,12,Morocco,Rugby World Cup
2025-02-09,Portugal,Germany,56,14,Portugal,Rugby Europe Championship
2025-02-09,Scotland,Ireland,18,32,Ireland,Six Nations Championship
2025-02-09,Switzerland,Spain,13,43,Spain,Rugby Europe Championship
2025-02-15,Netherlands,Switzerland,73,0,Netherlands,Rugby Europe Championship
